Date,Open,High,Low,Close,Volume,ADV20,Return,Ticker,Index_Name,GICS_Sector,Event_Type,Open_IJR,Close_IJR,Volume_IJR,ADV20_IJR,strategy_2_n,strategy_2,strategy_2_md,strategy_2_n_etf,strategy_2_etf,strategy_2_md_etf,strategy_2_net,Volatility,Open_IJH,Close_IJH,Volume_IJH,ADV20_IJH,Open_SPY,Close_SPY,Volume_SPY,ADV20_SPY,Previous_Close,Previous_Close_7D
2024-10-07,11.55000019,11.68000031,11.36999989,11.52999973,27611000,42458395.0,0.001737576,AAL,S&P MidCap 400,Industrials,Index Review,115.3499985,114.6800003,2889600.0,3670440.0,11.0,0.0017375759861301,0.0054498972602648,11.0,-0.0095007644791925,-0.0014683175764204,0.0069182148366851,0.0274419425977676,,,,,,,,,11.51000023,11.56000042
2024-10-08,11.64999962,12.11999989,11.63000011,11.92000008,44740000,43107010.0,0.033824835,AAL,S&P MidCap 400,Industrials,Index Review,114.8300018,114.5500031,3522500.0,3393865.0,12.0,0.0338248360045711,0.0080294371461108,12.0,-0.0011335646988135,-0.0014378854966379,0.0094673226427486,0.0278136795362176,,,,,,,,,11.52999973,11.23999977
2024-10-09,12.01000023,12.25,11.86999989,11.93000031,34210700,42791205.0,0.000838945,AAL,S&P MidCap 400,Industrials,Index Review,114.4199982,114.8700027,3033500.0,3351350.0,13.0,0.0008389454641682,0.0074302295059489,13.0,0.0027935363713665,-0.0010852670076376,0.0085154965135865,0.0272337782892995,,,,,,,,,11.92000008,10.89999962
2024-10-10,11.77000046,12.0,11.64999962,11.76000023,26494600,42222015.0,-0.014249796,AAL,S&P MidCap 400,Industrials,Index Review,113.9199982,114.0899963,2777500.0,3300410.0,14.0,-0.0142497967797622,0.0057625351762788,14.0,-0.006790340225177,-0.0015241187936021,0.0072866539698809,0.0275570472565356,,,,,,,,,11.93000031,10.73999977
2024-10-11,11.72000027,11.81999969,11.52999973,11.78999996,17698000,41259115.0,0.002550998,AAL,S&P MidCap 400,Industrials,Index Review,114.3499985,116.1999969,2641000.0,3303290.0,15.0,0.0025509973990876,0.0055331396207652,15.0,0.0184941771270791,-9.424051355351236e-05,0.0056273801343187,0.0270864843078391,,,,,,,,,11.76000023,10.81999969
2024-10-14,11.85000038,11.94999981,11.69999981,11.86999989,20610500,40738300.0,0.006785405,AAL,S&P MidCap 400,Industrials,Index Review,116.0899963,116.9899979,2132800.0,3299125.0,16.0,0.00678540545135,0.0056166240094708,16.0,0.0067986318509101,0.000365284310744,0.0052513396987267,0.0270530993120537,,,,,,,,,11.78999996,11.51000023
2024-10-15,12.11999989,12.47000027,12.0,12.02999973,36494700,40654035.0,0.013479347,AAL,S&P MidCap 400,Industrials,Index Review,116.6500015,117.1399994,2946500.0,3270130.0,17.0,0.0134793463759669,0.0061080441573768,17.0,0.0012821737130742,0.0004225898983897,0.0056854542589871,0.0263157314601735,,,,,,,,,11.86999989,11.52999973
2024-10-16,12.18999958,12.92000008,12.14000034,12.89000034,53137600,41441090.0,0.071487999,AAL,S&P MidCap 400,Industrials,Index Review,118.0599976,118.7200012,2258600.0,3159395.0,18.0,0.0714879991107032,0.0099539238605137,18.0,0.0134881492922391,0.0011911522156749,0.0087627716448388,0.0299825002027387,,,,,,,,,12.02999973,11.92000008
2024-10-17,12.86999989,12.97000027,12.67000008,12.81000042,30152400,41221490.0,-0.006206355,AAL,S&P MidCap 400,Industrials,Index Review,118.8000031,118.5199966,2002300.0,3090430.0,19.0,-0.0062063551504918,0.0090561305821245,19.0,-0.0016846748482007,0.0010313840454596,0.0080247465366649,0.0301562997233966,,,,,,,,,12.89000034,11.93000031
2024-10-18,12.85999966,13.23999977,12.76000023,13.09000015,38307300,34845250.0,0.021857902,AAL,S&P MidCap 400,Industrials,Index Review,118.8600006,118.1500015,2238600.0,3015675.0,20.0,0.0218579017033318,0.0097299080095564,20.0,-0.0031217947233724,0.0008127956892053,0.0089171123203511,0.0300534084316535,,,,,,,,,12.81000042,11.76000023
2024-10-21,12.97999954,13.10000038,12.77999973,12.97000027,27952600,34703625.0,-0.009167294,AAL,S&P MidCap 400,Industrials,Index Review,118.0500031,116.0699997,2679000.0,3015710.0,21.0,-0.0091672940125978,0.0087850479084487,21.0,-0.0176047547489874,-0.0001080818327043,0.008893129741153,0.0302209614455196,,,,,,,,,13.09000015,11.78999996
2024-10-22,12.93000031,13.02999973,12.61999989,12.96000004,24163100,34439455.0,-0.000771028,AAL,S&P MidCap 400,Industrials,Index Review,115.7699966,115.3899994,1882700.0,2970225.0,22.0,-0.00077102774031,0.0083299966870793,22.0,-0.0058585362432804,-0.0003819129951127,0.008711909682192,0.0302891089290731,,,,,,,,,12.97000027,11.86999989
2024-05-08,77.47325613,78.15188346,76.33555849,76.83454895,884100,1412570.0,-0.018735584,AAON,S&P MidCap 400,Industrials,Corporate Action,106.618776,107.3925247,2989700.0,3553690.0,1.0,-0.0083127601935378,-0.0083127601935378,1.0,0.0072048655356735,0.0072048655356735,-0.0155176257292113,0.0357931432883965,,,,,,,,,12.96000004,
2024-05-09,77.02416875,77.84251281,76.52517828,77.59301758,634500,1427560.0,0.009871453,AAON,S&P MidCap 400,Industrials,Corporate Action,107.4222706,108.6820908,2736800.0,3460675.0,2.0,0.0098714528862994,0.0098714528862994,2.0,0.0120079689308207,0.0120079689308207,-0.0021365160445213,0.0359633467784802,,,,,,,,,76.83454895,
2024-05-10,77.85249679,78.05208994,76.03617175,77.13394928,631500,1437670.0,-0.005916361,AAON,S&P MidCap 400,Industrials,Corporate Action,108.77138,108.1067505,3485700.0,3467835.0,3.0,-0.0059163609602718,0.0019775459630138,3.0,-0.0052937912379579,0.0033570888464313,-0.0013795428834174,0.0358884157223984,,,,,,,,,77.59301758,
2024-05-13,77.49321242,77.80258404,75.17789722,75.33757019,660000,1447145.0,-0.023289085,AAON,S&P MidCap 400,Industrials,Corporate Action,108.920184,108.4341049,2541700.0,3344880.0,4.0,-0.023289084855218,-0.0064446643097301,4.0,0.003028066226077,0.0032474146396466,-0.0096920789493767,0.0360929587016648,,,,,,,,,77.13394928,
2024-05-14,75.84654394,76.49523301,74.51922759,75.24775696,618600,1458895.0,-0.001192144,AAON,S&P MidCap 400,Industrials,Corporate Action,109.6344068,109.5153732,2098400.0,3233835.0,5.0,-0.0011921439697813,-0.0051315342247429,5.0,0.0099716625225723,0.004928476610378,-0.0100600108351209,0.0359077064598287,,,,,,,,,75.33757019,
2024-05-15,76.23575705,77.84250684,75.05813933,75.66690826,1002300,1485165.0,0.005570283,AAON,S&P MidCap 400,Industrials,Corporate Action,110.5470416,109.9915237,2583000.0,3160120.0,6.0,0.0055702829816283,-0.0029911707834686,6.0,0.0043477959859612,0.0048123404854946,-0.0078035112689632,0.0358870340160023,,,,,,,,,75.24775696,
2024-05-16,75.56711119,75.56711119,74.0102635,74.70884705,687100,1499735.0,-0.012661562,AAON,S&P MidCap 400,Industrials,Corporate Action,109.7038418,109.5252914,2958000.0,3130930.0,7.0,-0.0126615614676364,-0.0046029025641633,7.0,-0.0042388020850737,0.0033038167237332,-0.0079067192878965,0.0358907366808091,,,,,,,,,75.66690826,76.83454895
2024-05-17,75.03819245,75.36752039,74.14998999,74.72881317,648100,1507810.0,0.000267252,AAON,S&P MidCap 400,Industrials,Corporate Action,109.6939273,109.5054474,1709700.0,2975800.0,8.0,0.0002672524177307,-0.0039071661381784,8.0,-0.0001811818964035,0.0028059597779994,-0.0067131259161778,0.0358730304301076,,,,,,,,,74.70884705,77.59301758
2024-05-20,74.90844597,76.11600198,74.7288091,74.82861328,423900,1511765.0,0.001335497,AAON,S&P MidCap 400,Industrials,Corporate Action,109.4161757,109.3368149,2028800.0,2929250.0,9.0,0.0013354970561752,-0.0032518332388842,9.0,-0.0015399462218899,0.0022627215280132,-0.0055145547668974,0.0355682639319999,,,,,,,,,74.72881317,77.13394928
2024-05-21,74.62901256,76.9143898,74.25976449,76.63495636,634900,1520880.0,0.024139737,AAON,S&P MidCap 400,Industrials,Corporate Action,108.9896208,109.277298,2773000.0,2917590.0,10.0,0.0241397374723607,-0.0002083253820792,10.0,-0.0005443445563548,0.0019508252964168,-0.002159150678496,0.035699148401861,,,,,,,,,74.82861328,75.33757019
2024-05-22,76.49524221,76.87447223,75.57710155,75.97628784,366500,1513600.0,-0.008594883,AAON,S&P MidCap 400,Industrials,Corporate Action,108.989623,108.5134659,2778300.0,2909825.0,11.0,-0.0085948834746619,-0.0010469811913375,11.0,-0.0069898516341427,0.0010567576033608,-0.0021037387946983,0.0354191601745998,,,,,,,,,76.63495636,75.24775696
2024-05-23,76.23576047,76.23576047,74.80864748,76.1060257,469400,1517250.0,0.00170761,AAON,S&P MidCap 400,Industrials,Corporate Action,108.7813033,106.9461212,2082200.0,2824455.0,12.0,0.0017076098831417,-0.0007965638209303,12.0,-0.0144437806589311,-0.0003523822386656,-0.0004441815822647,0.0354068387719106,,,,,,,,,75.97628784,75.66690826
2024-05-24,76.45531222,78.44129195,76.02618016,78.10198212,671100,1532415.0,0.026225997,AAON,S&P MidCap 400,Industrials,Corporate Action,107.7893222,107.9480362,1874500.0,2805235.0,13.0,0.0262259972405837,0.0014553162675292,13.0,0.0093684089591835,0.0004576836944884,0.0009976325730408,0.0359035918908221,,,,,,,,,76.1060257,74.70884705
2024-05-28,78.09200401,78.471234,76.79462582,77.52315521,587500,1520840.0,-0.007411168,AAON,S&P MidCap 400,Industrials,Corporate Action,108.4440212,107.5512314,1850800.0,2775780.0,14.0,-0.0074111679920064,0.0007732790167956,14.0,-0.0036758871580101,0.0001397167058346,0.000633562310961,0.0348585935722844,,,,,,,,,78.10198212,74.72881317
2024-05-29,76.81459232,77.00421113,74.67891377,74.71883392,447400,1495945.0,-0.036173983,AAON,S&P MidCap 400,Industrials,Corporate Action,106.2715644,106.241806,2093400.0,2716915.0,15.0,-0.036173982888125,-0.00186581111927,15.0,-0.0121748991894853,-0.0007398987152596,-0.0011259124040104,0.0352684531432935,,,,,,,,,77.52315521,74.82861328
2024-05-30,75.05814285,75.76670837,74.49927598,74.77870941,817500,1507100.0,0.000801344,AAON,S&P MidCap 400,Industrials,Corporate Action,106.8370033,107.5413208,1925700.0,2564745.0,16.0,0.0008013440100539,-0.0016880007773151,16.0,0.0122316708358666,0.0001248725881487,-0.0018128733654637,0.0352044881770763,,,,,,,,,74.71883392,76.63495636
2024-05-31,74.44937205,75.04815906,73.39151476,74.89846802,914100,1502060.0,0.001601507,AAON,S&P MidCap 400,Industrials,Corporate Action,107.8984317,108.7713852,2369100.0,2505170.0,17.0,0.0016015067783982,-0.001482406555083,17.0,0.0114380629775564,0.0008319469874867,-0.0023143535425697,0.034714159994371,,,,,,,,,74.77870941,75.97628784
2024-06-03,75.31761679,75.54714813,73.0023015,73.83062744,726400,1436235.0,-0.014257175,AAON,S&P MidCap 400,Industrials,Corporate Action,109.7038432,108.3845062,2314400.0,2434690.0,18.0,-0.0142571751896828,-0.0022338635335889,18.0,-0.003556808615507,0.000573784893193,-0.0028076484267819,0.0172488872700419,,,,,,,,,74.89846802,76.1060257
2024-06-04,73.29172454,73.29172454,71.04626737,71.85462952,844400,1315475.0,-0.026763932,AAON,S&P MidCap 400,Industrials,Corporate Action,107.6206685,106.7576447,4154600.0,2514980.0,19.0,-0.0267639323748918,-0.0035966451358835,19.0,-0.0150100928355754,-0.0002919860917385,-0.003304659044145,0.0171508640820906,,,,,,,,,73.83062744,78.10198212
2024-06-05,73.02226557,74.02024653,72.46339866,73.3216629,815800,674255.0,0.020416686,AAON,S&P MidCap 400,Industrials,Corporate Action,107.4619532,107.9381027,3191200.0,2526950.0,20.0,0.0204166856025841,-0.0023327856233325,20.0,0.0110573627145597,0.0003053480559613,-0.0026381336792938,0.016338647210346,,,,,,,,,71.85462952,77.52315521
2024-06-06,72.912484,73.43143835,71.29575977,72.20391846,660000,663050.0,-0.015244396,AAON,S&P MidCap 400,Industrials,Corporate Action,107.5115541,107.1842041,3399600.0,2547445.0,21.0,-0.0152443956641361,-0.0029783661253727,21.0,-0.0069845455973537,-5.914662670439912e-05,-0.0029192194986683,0.0161812943568705,,,,,,,,,73.3216629,74.71883392
2024-06-07,71.91418608,72.87330736,71.48457896,71.92417145,533600,658005.0,-0.003874402,AAON,S&P MidCap 400,Industrials,Corporate Action,106.1723707,106.0731735,2556500.0,2538430.0,22.0,-0.0038744020541623,-0.0030210345029341,22.0,-0.0103656187899053,-0.0005499310154282,-0.0024711034875059,0.0158961912945454,,,,,,,,,72.20391846,74.77870941
2023-08-25,66.1037132,66.18189797,61.65705667,62.62457275,5347300,3102230.0,-0.056398188,AAP,S&P SmallCap 600,Consumer Discretionary,Corporate Action,,,,,1.0,-0.0555555159456158,-0.0555555159456158,1.0,-0.0008151188980148,-0.0008151188980148,-0.054740397047601,0.023374326395395,50.64047611,50.59923172,7449000.0,7812150.0,,,,,71.92417145,
2023-08-28,62.59525036,64.49118252,62.55615797,64.13935852,2408500,3136650.0,0.024188361,AAP,S&P SmallCap 600,Consumer Discretionary,Corporate Action,,,,,2.0,0.024188360949736,0.024188360949736,2.0,0.0093931938063822,0.0093931938063822,0.0147951671433538,0.0238200174639193,50.84669451,51.07452011,5803500.0,7481125.0,,,,,62.62457275,
2023-08-29,64.20777503,65.64438861,63.62140412,65.4196167,1885700,3151765.0,0.01996057,AAP,S&P SmallCap 600,Consumer Discretionary,Corporate Action,,,,,3.0,0.0199605703820812,0.0220744656659086,3.0,0.0139973630385619,0.011695278422472,0.0103791872434366,0.0244968217581515,51.06863338,51.78942871,5818000.0,7361275.0,,,,,64.13935852,
2023-08-30,65.31211675,66.60213578,64.68665343,66.55326843,1646400,3096200.0,0.017328927,AAP,S&P SmallCap 600,Consumer Discretionary,Corporate Action,,,,,4.0,0.0173289265083694,0.0204926192800622,4.0,0.0025409007837652,0.0086438192095698,0.0118488000704924,0.0218034992984769,51.74622072,51.92102051,3330500.0,7080225.0,,,,,65.4196167,
2023-08-31,66.44575444,68.17555695,66.28939236,67.2569046,5760400,3245100.0,0.010572526,AAP,S&P SmallCap 600,Consumer Discretionary,Corporate Action,,,,,5.0,0.0105725261373161,0.0180125959943757,5.0,-0.0002270259691395,0.0064261079148924,0.0115864880794832,0.0203857342611956,51.98779222,51.90923309,3714500.0,6857075.0,,,,,66.55326843,
2023-09-01,67.62828589,67.80419792,65.69326099,66.11349487,1966400,3278705.0,-0.01700063,AAP,S&P SmallCap 600,Consumer Discretionary,Corporate Action,,,,,6.0,-0.0170006297018908,0.0110099508551224,6.0,0.0097993826862757,0.0071007628691691,0.0039091879859533,0.0204839909359649,52.26471917,52.41791153,4907500.0,6788425.0,,,,,67.2569046,
2023-09-05,65.65416146,67.73578074,65.25347009,66.02552795,1873400,3290660.0,-0.001330544,AAP,S&P SmallCap 600,Consumer Discretionary,Corporate Action,,,,,7.0,-0.0013305440919886,0.0089532016972705,7.0,-0.0227433279045789,0.0021267477402111,0.0068264539570593,0.0204320191565606,51.99565276,51.22575378,8610500.0,6918975.0,,,,,66.11349487,62.62457275
2023-09-06,65.66393557,66.45553589,64.99937991,65.4782486,2026700,3313810.0,-0.008288905,AAP,S&P SmallCap 600,Consumer Discretionary,Corporate Action,,,,,8.0,-0.0082889053218088,0.0064900435516877,8.0,-0.0028372439500684,0.0014176060701711,0.0050724374815166,0.0203948625096239,51.21396921,51.08041382,5894000.0,6927025.0,,,,,66.02552795,64.13935852
2023-09-07,64.94074183,65.10688634,61.8231965,61.9502449,2933500,3402545.0,-0.053880545,AAP,S&P SmallCap 600,Consumer Discretionary,Corporate Action,,,,,9.0,-0.0538805446912946,-0.001056279978685,9.0,-0.0094200900896303,6.289405019598232e-05,-0.0011191740288809,0.0231987440618261,50.78188705,50.59923172,5682500.0,6940475.0,,,,,65.4782486,65.4196167
2023-09-08,61.63750903,63.56276618,61.39318721,63.14253235,1755200,3402770.0,0.019245888,AAP,S&P SmallCap 600,Consumer Discretionary,Corporate Action,,,,,10.0,0.0192458875977744,0.0011995164186993,10.0,-0.0009316748179273,-4.761360181772454e-05,0.001247130020517,0.0237590761950236,50.62475623,50.55208969,4909000.0,6805175.0,,,,,61.9502449,66.55326843
2023-09-11,63.30867027,63.53344963,61.02181783,61.1195488,1872200,3437235.0,-0.032038366,AAP,S&P SmallCap 600,Consumer Discretionary,Corporate Action,,,,,11.0,-0.0320383658163498,-0.0021242718048055,11.0,0.0015540382303036,0.0001125515813944,-0.0022368233861999,0.024217295280704,50.8682974,50.63064957,4678000.0,6699975.0,,,,,63.14253235,67.2569046
2023-09-12,59.21383653,60.08362162,56.1549263,56.1549263,5582400,3563495.0,-0.081228062,AAP,S&P SmallCap 600,Consumer Discretionary,Corporate Action,,,,,12.0,-0.0812280620108242,-0.0093155254598981,12.0,-0.0002715384873937,7.763430241367545e-05,-0.0093931597623117,0.0293493187418241,50.55405334,50.6169014,4519500.0,6609600.0,,,,,61.1195488,66.11349487
2023-09-13,56.15492777,56.98562422,55.11900561,56.614254,3406600,3669725.0,0.008179651,AAP,S&P SmallCap 600,Consumer Discretionary,Corporate Action,,,,,13.0,0.0081796510166553,-0.007857594086852,13.0,-0.0052382572355564,-0.0003653566590838,-0.0074922374277682,0.0295405057487363,50.66600481,50.35175705,7187000.0,6659225.0,,,,,56.1549263,66.02552795
2023-09-14,57.14199096,58.30496153,56.87812293,58.26586914,2431700,3719700.0,0.029173133,AAP,S&P SmallCap 600,Consumer Discretionary,Corporate Action,,,,,14.0,0.0291731326178032,-0.0050090766480323,14.0,0.0119359113804747,0.0005808947285745,-0.0055899713766068,0.0306667177062592,50.74259959,50.95275116,8013500.0,6768400.0,,,,,56.614254,65.4782486
2023-09-15,59.62430105,59.71225706,57.52313543,58.46133041,4465700,3870025.0,0.003354644,AAP,S&P SmallCap 600,Consumer Discretionary,Corporate Action,,,,,15.0,0.0033546443721684,-0.0044116680037323,15.0,-0.009675032236277,-0.0001516714832005,-0.0042599965205317,0.0307608412191131,50.76813683,50.45978165,9993500.0,6960750.0,,,,,58.26586914,61.9502449
2023-09-18,58.1290502,58.1290502,56.21356792,56.83903122,2043500,3876125.0,-0.027749953,AAP,S&P SmallCap 600,Consumer Discretionary,Corporate Action,,,,,16.0,-0.0277499533216661,-0.0059675536915945,16.0,-0.0014791655365792,-0.0002401710867591,-0.0057273826048354,0.0309528278873246,50.49905795,50.38514328,6070500.0,6932025.0,,,,,58.46133041,63.14253235
2023-09-19,56.69244028,58.67633623,56.65335161,58.30496597,1900200,3846165.0,0.025790988,AAP,S&P SmallCap 600,Consumer Discretionary,Corporate Action,,,,,17.0,0.0257909876107138,-0.0039826448602003,17.0,-0.0015590359555687,-0.0003226001410597,-0.0036600447191406,0.0316657455223216,50.41461312,50.30659103,4837000.0,6136275.0,,,,,56.83903122,61.1195488
2023-09-20,58.74473774,59.96634681,58.1876843,58.75450897,1897400,3763565.0,0.007710201,AAP,S&P SmallCap 600,Consumer Discretionary,Corporate Action,,,,,18.0,0.0077102008811961,-0.003294830404824,18.0,-0.0058562717919866,-0.0006481102381731,-0.0026467201666509,0.0317743470113644,50.47745538,50.01198196,6721500.0,6015925.0,,,,,58.30496597,56.1549263
2023-09-21,58.35382322,58.49064285,56.72175524,56.91721344,1752800,3546885.0,-0.031270715,AAP,S&P SmallCap 600,Consumer Discretionary,Corporate Action,,,,,19.0,-0.0312707154260812,-0.0048490462393383,19.0,-0.0182217989426788,-0.0016244262773123,-0.003224619962026,0.0310754387974936,49.70755803,49.10067368,8567500.0,6165575.0,,,,,58.75450897,56.614254
2023-09-22,57.30812775,57.55244958,55.8715142,56.29174805,1566200,2726110.0,-0.010989038,AAP,S&P SmallCap 600,Consumer Discretionary,Corporate Action,,,,,20.0,-0.0109890374492654,-0.0051722036714397,20.0,-0.0012000206022428,-0.0016020891365191,-0.0035701145349206,0.0309160035246185,49.19887387,49.04175186,6379000.0,6154300.0,,,,,56.91721344,58.26586914
2023-09-18,141.9299927,144.3999939,141.1900024,142.5500031,7351400,9956180.0,-0.001401029,ABNB,S&P 500,Consumer Discretionary,Index Review,,,,,1.0,0.0043494239671467,0.0043494239671467,1.0,0.0013074344989129,0.0013074344989129,0.0030419894682338,0.0223476015181997,,,,,437.1387506,437.7110291,55752200.0,71429290.0,56.29174805,
2023-09-19,141.8600006,142.5700073,139.7700043,141.8500061,6674100,10046085.0,-0.004910536,ABNB,S&P 500,Consumer Discretionary,Index Review,,,,,2.0,-0.0049105365470174,-0.0049105365470174,2.0,-0.0020737766235098,-0.0020737766235098,-0.0028367599235076,0.0222332794048335,,,,,436.7737157,436.8033142,66514600.0,71319070.0,142.5500031,
2023-09-20,142.7599945,143.2700043,137.9499969,138.0099945,5189000,10058235.0,-0.02707093,ABNB,S&P 500,Consumer Discretionary,Index Review,,,,,3.0,-0.0270709301012853,-0.0159907333241513,3.0,-0.0091932807500662,-0.005633528686788,-0.0103572046373633,0.0230530551628912,,,,,438.0860071,432.7876587,82562600.0,72194055.0,141.8500061,
2023-09-21,135.5549927,135.9799957,132.3899994,132.75,8514300,10253680.0,-0.038113142,ABNB,S&P 500,Consumer Discretionary,Index Review,,,,,4.0,-0.0381131418710403,-0.0233648695064477,4.0,-0.0165284756998086,-0.0092651776911282,-0.0140996918153195,0.0249003420467654,,,,,429.8868312,425.6343384,103976100.0,73970810.0,138.0099945,
2023-09-22,133.7100067,134.1840057,131.1199951,132.1999969,4278500,10318565.0,-0.004143149,ABNB,S&P 500,Consumer Discretionary,Index Review,,,,,5.0,-0.0041431495291901,-0.0185594395121333,5.0,-0.0022484823559996,-0.007511003857346,-0.0110484356547873,0.0240301342986931,,,,,426.6802215,424.6773071,100829700.0,74586430.0,132.75,
2023-09-25,130.8000031,134.25,130.8000031,134.1399994,4154500,10405530.0,0.014674754,ABNB,S&P 500,Consumer Discretionary,Index Review,,,,,6.0,0.014674754504476,-0.0119126007088114,6.0,0.0042051403975288,-0.0051677750063711,-0.0067448257024403,0.0241405509453726,,,,,423.4439641,426.4631348,70874500.0,73013900.0,132.1999969,
2023-09-26,132.7799988,133.9400024,131.1699982,132.2799988,4194000,10497805.0,-0.013866115,ABNB,S&P 500,Consumer Discretionary,Index Review,,,,,7.0,-0.0138661145692535,-0.0122381863522184,7.0,-0.014691208427519,-0.0067550139098957,-0.0054831724423227,0.0244512230626392,,,,,423.3650394,420.197876,96168400.0,74742550.0,134.1399994,142.5500031
2023-09-27,133.8000031,134.8999939,131.2200012,134.0299988,3771300,10405225.0,0.013229513,ABNB,S&P 500,Consumer Discretionary,Index Review,,,,,8.0,0.0132295132739296,-0.008599943548483,8.0,0.0003990110602081,-0.005733010342738,-0.002866933205745,0.0221534185310266,,,,,421.3916721,420.3655396,104705800.0,75823745.0,132.2799988,141.8500061
2023-09-28,133.6499939,138.2299957,132.8800049,136.4700012,4058900,10372675.0,0.018204898,ABNB,S&P 500,Consumer Discretionary,Index Review,,,,,9.0,0.01820489757402,-0.0052493384081701,9.0,0.0057975808443267,-0.0042916864443549,-0.0009576519638151,0.0222433743592795,,,,,419.8032244,422.8026428,92258300.0,76983965.0,134.0299988,138.0099945
2023-09-29,138.0500031,141.0749969,136.3600006,137.2100067,4781100,10418715.0,0.005422477,ABNB,S&P 500,Consumer Discretionary,Index Review,,,,,10.0,0.0054224774198946,-0.0040635810939407,10.0,-0.0024269550284844,-0.0040844940648138,2.091297087310033e-05,0.0222268811759711,,,,,425.9106187,421.7765198,115078500.0,79433660.0,136.4700012,132.75
2023-10-02,136.5500031,138.0,135.3600006,136.5599976,3489100,10372255.0,-0.004737331,ABNB,S&P 500,Consumer Discretionary,Index Review,,,,,11.0,-0.0047373301381815,-0.0041309559983648,11.0,-0.0003977348005991,-0.0037158181383923,-0.0004151378599725,0.0222281335168586,,,,,420.9279683,421.6087646,83798600.0,80679805.0,137.2100067,132.1999969
